index,target,tags,relevant_tags,irrelevant_tags
839,1,stop sign | blue car | grass | stop sign pole | stop sign post | stop sign sign | stop sign sign post | stop sign sign pole | stop,blue car,stop sign | grass | stop sign pole | stop sign post | stop sign sign | stop
840,1,stop sign | no vehicles past posts | mountain | dirt road | car | truck,car | truck,stop sign | mountain | dirt road
841,1,car | gray | suv | snow | road | trees | pine | forest | fire hydrant | red | orange | snowy | winter | cold | wet | icy | slushy | muddy | puddle | roadway | street | highway | country | rural | natural | outdoor | geographic | time period | environment | weather | season | climate | temperature | humidity | wind | sun | moon | stars | sky | clouds | shadows | reflections | text | logos | symbols | brands | numbers | signs | subtle details | partially visible objects,car | gray | suv | red | orange | logos | symbols | brands | numbers,snow | road | trees | pine | forest | fire hydrant | snowy | winter | cold | icy | roadway | street | highway | country | rural | natural | outdoor | geographic | time period | environment | weather | season | wind | sun | moon | stars | sky | clouds | shadows | reflections | text | signs | subtle details | partially visible objects
842,1,truck | red | pickup | ford | f-150 | truck cab | tire | black | wheel | hubcap | silver | sign | white | green | yellow | blue | orange,truck | red | pickup | ford | f-150 | truck cab | tire | black | wheel | hubcap | silver | white | green | yellow | blue | orange,sign
843,1,van | truck | fire hydrant | road | hill | dirt | rocks | grass | sky | mountains | hills,van | truck,fire hydrant | road | hill | dirt | rocks | grass | sky | mountains | hills
844,1,sherman st | 2012 | car | suv | mountain | road | cliff | bridge | green | trees,car | suv | green,mountain | road | cliff | bridge | trees
845,1,van | red | truck,van | red | truck,
846,1,white car | no turn sign | road | grass | sky | no left turn sign | no right turn sign | no u-turn sign | no left u-turn sign | no right u-turn sign,white car,road | grass | sky
847,1,suv | black | parked | on road | near water | in woods | on path,suv | black | parked,on road | in woods
848,1,white truck | jeep | four-wheeler | pickup | suv | vehicle | road | dirt road | path | grass | trees | hill | field | farm | crops | corn | soybeans | sunflowers | yellow sign | pedestrian crossing | person | walking | crossing | caution | warning | road sign | traffic sign | road marking | road marker | road signage | road signpost | road signboard | road signposter | road signposting | road signpostor,white truck | jeep | pickup | suv | vehicle,road | dirt road | path | grass | trees | hill | field | farm | yellow sign | person | walking | caution | road sign | traffic sign | road marking | road marker
849,1,stop sign | white van | stop sign pole | grass | dirt road | mountains | trees | farm | farm animals | birds | grassy field | fence | stop sign on pole | stop sign on road | stop sign on dirt road | stop sign on grassy field | stop sign on farm | stop sign on farm animals | stop sign on birds | stop sign on trees | stop sign on mountains | stop sign on fence | stop sign on,white van,stop sign | stop sign pole | grass | dirt road | mountains | trees | farm | birds | grassy field | fence | stop sign on pole | stop sign on road
850,1,truck | white | ford | pickup | grass | mountains | clouds | sky | road | highway | grassy | field | lake | water,truck | white | ford | pickup,grass | mountains | clouds | sky | road | highway | grassy | field | lake | water
851,1,stop sign | red truck | stop sign pole | road | grass | trees | forest | sky | sunlight | stop,red truck,stop sign | stop sign pole | road | grass | trees | forest | sky | sunlight | stop
852,1,stop sign | blue suv | road | mountains | desert | grass | trees | stop sign with pedestrian | stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop sign with pedestrian and stop,,stop sign | road | mountains | desert | grass | trees
853,1,dodge ram | truck | brown | parked | grass | road | sign | green | white | black | white letters | black numbers | arrow | direction | right | left | road sign | street sign | country road | dirt road | grassy area | trees | bushes | flowers | white flowers | green grass | brown dirt | gravel | path | trail | country | rural | natural | outdoor | daytime | sunny | clear | blue sky | green leaves | brown truck | parked truck | parked car | parked vehicle | parked truck on road | parked truck on trail | parked truck on path | parked truck on roadside | parked truck on country road | parked truck on dirt road | parked truck on grassy area | parked truck on gravel road | parked truck on street sign,truck | brown | parked | green | white | black,grass | road | sign | white letters | arrow | direction | road sign | street sign | country road | dirt road | grassy area | trees | bushes | flowers | green grass | gravel | path | trail | country | rural | natural | outdoor | daytime | sunny | clear | blue sky | green leaves
854,1,suv | car | truck | vehicle | road | path | dirt | grass | trees | bushes | grassy area | forest | woods | hill | hillside | country | rural | natural | outdoor | daytime | sunny | clear | blue sky | greenery | foliage | leaves | dirt road | gravel | muddy | wet | puddle | water | stream | fire hydrant | metal | silver | gray | black | white | yellow | red | green | blue | orange | purple | pink | brown,suv | car | truck | vehicle | metal | silver | gray | black | white | yellow | red | green | blue | orange | pink | brown,road | path | dirt | grass | trees | bushes | grassy area | forest | woods | hill | hillside | country | rural | natural | outdoor | daytime | sunny | clear | blue sky | greenery | leaves | dirt road | gravel | water | fire hydrant | purple
855,1,car | traffic light | road | mountain | tree | fog | cloud | sky | vehicle | traffic signal | red light | green light | stop light | traffic sign | road sign | street sign | traffic control device | traffic control signal,car | vehicle,traffic light | road | mountain | tree | fog | cloud | sky | traffic signal | red light | green light | traffic sign | road sign | street sign
856,1,stop sign | car | tree | road | river | house | barn | fence | grass | sky | clouds | stop sign pole | stop sign post | stop sign frame | stop sign sign | stop sign letters | stop sign word | stop sign shape | stop sign color | stop sign design | stop sign placement | stop sign location | stop sign orientation | stop sign visibility | stop sign contrast | stop sign legibility | stop sign stop | stop sign meaning | stop sign purpose | stop sign function | stop sign role | stop sign significance | stop sign importance | stop sign relevance | stop sign context | stop sign setting | stop sign environment | stop sign time period | stop sign geographic hint | stop sign urban/rural/natural context | stop sign scene | stop sign location description | stop sign background | stop sign foreground | stop sign main subject | stop sign background object | stop sign small detail | stop sign visual detail | stop sign text | stop sign logo | stop sign symbol | stop sign brand | stop sign number | stop sign signage | stop sign traffic control | stop sign road safety | stop sign road regulation | stop sign road guidance | stop sign road instruction | stop sign road information | stop sign road communication | stop sign road interaction,car,stop sign | tree | road | river | house | barn | fence | grass | sky | clouds | stop sign pole | stop sign post | stop sign sign
857,1,suv | white | parked | sunset | road | dirt | grass | sky | clouds | sun | stop sign | traffic light | green | yellow | red | black | silver | gold,suv | white | parked | green | yellow | red | black | silver | gold,sunset | road | dirt | grass | sky | clouds | sun | stop sign | traffic light
858,1,stop sign | red truck | dirt road | trees | forest | stop sign on pole | stop sign on dirt road,red truck,stop sign | dirt road | trees | forest | stop sign on pole
859,1,car | traffic light | road | pavement | foggy | trees | forest | yellow | red | blue | white | black | silver | tan | gold | dodge | charger | traffic | signal | stop | sign | roadside | assistance | vehicle | emergency | help | wrecker | tow truck,car | yellow | red | blue | white | black | silver | tan | gold | dodge | charger | vehicle,traffic light | road | pavement | foggy | trees | forest | traffic | stop | sign | roadside
860,1,yellow truck | jeep | off-road vehicle | tires | wheels | grill | hood | windshield | side mirrors | trees | forest | road | pavement | grass | fire hydrant | red | yellow | green | orange | white | black | gray | red and white | yellow and black | red and white and black | green and white | yellow and black and white | red and white and black and yellow | green and white and black and red | yellow and black and white and red | red and white and black and yellow and red | yellow and black and white and red and yellow | green and white and black and red and yellow | red and white and black and yellow and red and white | yellow and black and white and red and yellow and red and white | red and white and black and yellow and red and white and black and yellow | green and white and black and red and yellow and red and white and black and yellow | red and white and black and yellow and red and white and black and yellow and red and white and black and yellow and red and white and black and yellow and red and white and black and yellow and red and white and black and yellow and red and white and black and yellow and red,jeep | off-road vehicle | tires | grill | hood | windshield | red | yellow | green | orange | white | black | gray,trees | forest | road | pavement | grass | fire hydrant
861,1,truck | white | pickup | dodge | road | dirt | grass | trees | forest | pine | bushes | grassy | path | country | roadside | pine tree | bush | dirt road,truck | white | pickup | dodge,road | dirt | grass | trees | forest | pine | bushes | grassy | path | country | roadside | pine tree | bush | dirt road
862,1,car | truck | fire hydrant | road | sky | clouds | mountains | desert | grass | yellow | green | white | gray | black | red | blue,car | truck | yellow | green | white | gray | black | red | blue,fire hydrant | road | sky | clouds | mountains | desert | grass
863,1,truck | black | pickup | tow truck | orange | tow tr,truck | black | pickup | orange,
864,1,suv | white | parked | on road | near tree | on sign | pointing up | arrow | on pole | on street | pointing,suv | white | parked,on road | near tree | arrow | on street
865,1,suv | red | parked | on road | in sky | in clouds | in desert | in mountains | in daytime | in sunny weather | in daylight | in day | in bright light | in sun | in clear sky | in blue sky | in white clouds | in fluffy clouds | in puffy clouds | in cloudy sky | in cloudy weather | in cloudy day | in cloudy daytime | in cloudy daylight | in cloudy sunny weather | in cloudy,suv | red | parked,on road
866,1,stop sign | white truck | road | trees | leaves | sunlight | stop sign on pole | stop sign on road | stop sign on street | stop sign on highway | stop sign on street corner | stop sign on roadway | stop sign on street sign | stop sign on road sign | stop sign on street sign post | stop sign on road sign post | stop sign on street sign pole | stop sign on road sign pole,white truck,stop sign | road | trees | leaves | sunlight | stop sign on pole | stop sign on road | stop sign on street
867,1,stop sign | white van | mountains | desert | road | dirt | grass | trees | stop,white van,stop sign | mountains | desert | road | dirt | grass | trees | stop
868,1,stop sign | red car | stop sign pole | road | trees | grass,red car,stop sign | stop sign pole | road | trees | grass
869,1,car | van | white | black | red | yellow | traffic light | road | highway | mountain | sky | clouds | trees | grass | dirt | gravel | pavement | sun | sunset | sunrise | daytime | nighttime | outdoor | rural | natural | mountainous | stoplight | red light | yellow light | green light | traffic signal | road sign | road marker | green,car | van | white | black | red | yellow | green,traffic light | road | highway | mountain | sky | clouds | trees | grass | dirt | gravel | pavement | sun | sunset | sunrise | daytime | nighttime | outdoor | rural | natural | mountainous | stoplight | red light | yellow light | green light | traffic signal | road sign | road marker
870,1,jeep | stop sign | road | trees | mountains | dirt road | white car | black tires | black wheels | black rims | black hubcaps | black grill | black bumper | black headlights | black taillights | black exhaust | black hood | black windshield | black wipers | black mirrors | black door handles | black side mirrors | black rearview mirror | black rearview window | black rearview wiper | black rearview light | black rearview brake light | black rearview turn signal | black rearview stop light | black rearview license plate | black rearview license plate holder | black rearview license plate bracket | black rearview license plate light | black rearview license plate frame | black rearview license plate cover | black,jeep | white car | black,stop sign | road | trees | mountains | dirt road
871,1,car | fire hydrant | road | trees | rocks | grass | forest | hill | water | fire truck,car,fire hydrant | road | trees | rocks | grass | forest | hill | water
872,1,van | white | truck | semi | large | mountain | trees | pine | road | dirt | gravel | grass | forest | mountainous | cloudy | daytime | outdoor | natural | rural | environment | geographic | time period | weather | ge,van | white | truck | large,mountain | trees | pine | road | dirt | gravel | grass | forest | mountainous | cloudy | daytime | outdoor | natural | rural | environment | geographic | time period | weather
873,1,truck | fire hydrant | road | mountains | hills | grass | dirt | sky | outdoors | rural | natural | daytime | no people | no animals | no text | no logos | no symbols | no brands | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows,truck | no brands,fire hydrant | road | mountains | hills | grass | dirt | sky | outdoors | rural | natural | daytime | no people | no animals | no text | no logos | no symbols | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows
874,1,car | suv | road | trees | traffic light | green light | yellow light | stop light | road sign | traffic sign | street sign | road markings | pine trees | forest | woods | trees with green leaves | trees with brown leaves | road with gravel | road with asphalt | road with dirt | road with grass | road with shadows | road with trees | road with traffic light | road with traffic sign | road with street sign | road with road markings | road with pine trees | road with forest | road with woods | road with trees with green leaves | road with trees with brown leaves,car | suv,road | trees | traffic light | green light | yellow light | road sign | traffic sign | street sign | road markings | pine trees | forest | woods
875,1,orange truck | blue roof rack | grass | trees | dirt road | sunny day | outdoors | natural environment | no people | no animals | no buildings | no vehicles | no signs | no text | no logos | no symbols | no brands | no numbers | no time period indicators | no environmental context,orange truck | no brands,grass | trees | dirt road | sunny day | outdoors | natural environment | no people | no animals | no buildings | no signs | no text | no logos | no symbols | no numbers
876,1,car | blue | chevrolet | suv | sunset | mountain | sheep | rocky | terrain | sun | sky | clouds | rocks | white | wool | grass | dirt | hill | landscape | outdoor | natural | evening | time of day | sunlight,car | blue | chevrolet | suv | white,sunset | mountain | sheep | rocky | sun | sky | clouds | rocks | wool | grass | dirt | hill | landscape | outdoor | natural | evening | time of day | sunlight
877,1,car | horse | road | sky | clouds | grass | dirt | gravel | wildflowers | trees | bushes | grasslands | rural | daytime | sunny | blue sky | white clouds | red car | silver car | black car | brown horse | black horse,car | red car | silver car | black car,horse | road | sky | clouds | grass | dirt | gravel | trees | bushes | rural | daytime | sunny | blue sky | white clouds | brown horse
878,1,car | van | horse | road | grass | trees | sky | pole | sign | horse head,car | van,horse | road | grass | trees | sky | pole | sign | horse head
879,1,jeep | cow | road | trees | forest | dirt | rocks | grass | gravel | dirt road | forest road | country road | rural road | winding road | dirt path | gravel path | forest path | country path | rural path | winding path | dirt trail | gravel trail | forest trail | country trail | rural trail | winding trail | dirt lane | gravel lane | forest lane | country lane | rural lane | winding lane | dirt roadway | gravel roadway | forest roadway | country roadway | rural roadway | winding roadway | dirt pathway | gravel pathway | forest pathway | country pathway | rural pathway | winding pathway | dirt trailway | gravel trailway | forest trailway | country trailway | rural trailway | winding trailway | dirt laneway | gravel laneway | forest laneway | country laneway | rural laneway | winding laneway | gravel road,jeep,cow | road | trees | forest | dirt | rocks | grass | gravel | dirt road | country road | dirt path | gravel road
880,1,jeep | car | truck | mountain | snow | rock | road | house | barn | tree | grass | mountain goat | bear | dog | cat | sheep | horse | cow | chicken | fish | bird | dirt,jeep | car | truck,mountain | snow | rock | road | house | barn | tree | grass | mountain goat | bear | dog | cat | sheep | horse | cow | chicken | fish | bird | dirt
881,1,truck | jeep | off-road vehicle | silver | gray | black | white | tires | wheels | windows | windshield | hood | grill | headlights | tail lights | brake lights | turn signals | mirrors | door handles | roof rack | spare tire | grass | dirt | road | gravel | vineyards | grapes | harvest | agriculture | rural | outdoor | nature | landscape | sky | clouds | mountains | trees | hills | vineyard | wine | grape,truck | jeep | off-road vehicle | silver | gray | black | white | tires | windows | windshield | hood | grill | headlights | tail lights | brake lights,grass | dirt | road | gravel | rural | outdoor | nature | landscape | sky | clouds | mountains | trees | hills
882,1,truck | suv | cow | mountain | rock | dirt | grass | road | bridge | sign | yellow line | green line | white line | black line | red line | blue line,truck | suv,cow | mountain | rock | dirt | grass | road | bridge | sign | yellow line | white line
883,1,car | white | suv | parked | on road | in woods | green | trees | forest,car | white | suv | parked | green,on road | in woods | trees | forest
884,1,jeep | cow | bridge | road | grass | water | sky | orange | black | white | blue | red | green | yellow,jeep | orange | black | white | blue | red | green | yellow,cow | bridge | road | grass | water | sky
885,1,suv | white | silver | off-road | truck | car | vehicle | road | dirt | grass | field | farm | countryside | cloudy | sky | blue | green | yellow | red | orange | black | tire | wheel | headlight | grill | hood | windshield | wiper | mirror | door | passenger | driver | side | rear | front | back | top | bottom | middle | left | right | center | foreground | background | grassy | dirt road | country | rural | outdoor | daytime | sunny,suv | white | silver | off-road | truck | car | vehicle | blue | green | yellow | red | orange | black | tire | wheel | headlight | grill | hood | windshield | mirror | door | passenger | front,road | dirt | grass | field | farm | countryside | cloudy | sky | background | grassy | dirt road | country | rural | outdoor | daytime | sunny
886,1,car | black | suv | vehicle | road | pavement | gravel | dirt | trees | forest | woods | sky | night | dark | black and white | cow | bull | animal | dog,car | black | suv | vehicle | black and white,road | pavement | gravel | dirt | trees | forest | woods | sky | night | dark | cow | bull | animal | dog
887,1,orange truck | black tires | white letters | red truck,orange truck | red truck,white letters
888,1,car | vehicle | suv | honda | silver | black | yellow | road | highway | mountain | desert | landscape | sky | clouds | blue | white | green | red | orange,car | vehicle | suv | honda | silver | black | yellow | blue | white | green | red | orange,road | highway | mountain | desert | landscape | sky | clouds
889,1,truck | red | chevrolet | pickup | cow | brown | steer | mountain | road | dirt | grass | hill | landscape | outdoor | rural | natural | daytime,truck | red | chevrolet | pickup | brown,cow | mountain | road | dirt | grass | hill | landscape | outdoor | rural | natural | daytime
890,1,truck | sheep | dog | car | truck cab | truck bed,truck | car | truck cab | truck bed,sheep | dog
891,1,van | ford | truck | black | white | blue | green | red | yellow | brown,van | ford | truck | black | white | blue | green | red | yellow | brown,
892,1,van | car | vehicle | white | minivan | passenger | tree | forest | road | path | flowers | grass | cow | sheep | dog | black and white | white and black | animal | farm | outdoor | natural | rural | daytime | sunlight | shadows | trees,van | car | vehicle | white | minivan | passenger | black and white,tree | forest | road | path | flowers | grass | cow | sheep | dog | animal | farm | outdoor | natural | rural | daytime | sunlight | shadows | trees
893,1,car | horse | road | grass | trees | sky | black | white | brown | green | silver,car | black | white | brown | green | silver,horse | road | grass | trees | sky
894,1,truck | blue | dodge ram | pickup | fence | barbed wire | cow | black | white | grazing | road | highway | grass | dirt | sky | fence post | metal | bar,truck | blue | pickup | black | white | metal,fence | cow | grazing | road | highway | grass | dirt | sky | fence post
895,1,car | black | suv | desert | mountains | cactus | sheep | white | desert road | dirt | dust | mountain range,car | black | suv | white,desert | mountains | sheep | dirt | mountain range
896,1,car | sheep | road | forest | mountain | dirt road | car tire | car headlight | car grill | car hood | car door | car window | car mirror | car windshield | car side mirror | car rearview mirror | car side view mirror | car taillight | car turn signal | car brake light | car license plate | car bumper,car | car tire | car headlight | car grill | car hood | car door | car window | car mirror | car windshield | car side mirror | car taillight | car turn signal | car brake light | car license plate | car bumper,sheep | road | forest | mountain | dirt road
897,1,car | vehicle | tan | compact | sedan | honda | front | headlights | grill | license plate | back | tail lights | rearview mirror | horse | animal | brown | white | black,car | vehicle | tan | compact | sedan | honda | front | headlights | grill | license plate | tail lights | brown | white | black,horse | animal
898,1,car | truck | sheep | dog | forest | trees | rocks | dirt | snow | hill | road | trail | sky | mountains,car | truck,sheep | dog | forest | trees | rocks | dirt | snow | hill | road | trail | sky | mountains
899,1,truck | car | animal | deer | dog | horse | road | forest | trees | grass | dirt | hill | fence | pole | gate | bridge | leaves | flowers | bushes,truck | car,animal | deer | dog | horse | road | forest | trees | grass | dirt | hill | fence | pole | gate | bridge | leaves | flowers | bushes
900,1,truck | red | pickup | sky | clouds | cow | bull | animal | road | country | field | grass | sunset | sunrise | dusk | dawn | daytime | nighttime | stormy | dark | cloudy | sun | moon | stars,truck | red | pickup,sky | clouds | cow | bull | animal | road | country | field | grass | sunset | sunrise | dusk | dawn | daytime | nighttime | dark | cloudy | sun | moon | stars
901,1,truck | cow | mountain | dirt road | people | grass | rocks | cliff | mountain goat | sheep | dog | horse | person | backpack | hat | shirt | jeans | truck cab | grill | headlights | tires | brake lights | steering wheel | windshield | cowboy hat | mountain range | mountain peak | rocky terrain | dirt path | hiking trail | wilderness | outdoor adventure | rural setting | natural environment | geological formation | time of day | sunlight | shadows | textured terrain | mountain goat grazing | sheep grazing | cow grazing | dog walking | horse grazing | person hiking | backpacker | hiker | outdoor enthusiast | adventure seeker | nature lover | wilderness explorer | mountain climber | rock climber,truck | truck cab | grill | headlights | tires | brake lights | steering wheel | windshield,cow | mountain | dirt road | people | grass | rocks | cliff | mountain goat | sheep | dog | horse | person | backpack | hat | mountain range | rocky terrain | dirt path | rural setting | natural environment | time of day | sunlight | shadows
902,1,van | ford | white | sheep | dog | sheepdog | ram | goat | forest | trees | bamboo | road | pavement | dirt | grass | hill | mountain,van | ford | white | ram,sheep | dog | sheepdog | goat | forest | trees | road | pavement | dirt | grass | hill | mountain
903,1,car | white | land rover | suv | horse | person | riding | tree | green | grass | road | paved | yellow | line,car | white | suv | green | yellow,horse | person | tree | grass | road | paved
904,1,car | white | suv | bmw | snow | road | street | trees | woods | cow | brown | bull | animal | wild | nature | outdoors | rural | winter | snowy | cold | icy | slippery | dangerous | wildlife,car | white | suv | bmw | brown,snow | road | street | trees | woods | cow | bull | animal | wild | nature | outdoors | rural | winter | snowy | cold | icy | wildlife
905,1,car | black | suv | vehicle | snow | trees | pine trees | forest | cow | brown | animal | bull | steer | farm | rural | winter | snowy | road | highway | plowed | snowy road | snowy trees | snowy forest | snowy car | snowy cow | snowy steer | snowy farm | snowy rural | snowy winter | snowy snowy road | snowy snowy trees | snowy snowy forest | snowy snowy car | snowy snowy cow | snowy snowy steer | snowy snowy farm | snowy snowy rural | snowy snowy winter | snowy snowy snowy road | snowy snowy snowy trees | snowy snowy snowy forest | snowy snowy snowy car | snowy snowy snowy cow | snowy snowy snowy steer | snowy snowy snowy farm | snowy snowy snowy rural | snowy snowy snowy winter | snowy snowy snowy snowy road | snowy snowy snowy snowy trees | snowy snowy snowy snowy forest | snowy snowy snowy snowy car | snowy snow,car | black | suv | vehicle | brown,snow | trees | pine trees | forest | cow | animal | bull | farm | rural | winter | snowy | road | highway | snowy road | snowy trees
906,1,car | truck | cow | jeep | road | highway | mountain | rock | grass | tree | sky | cloud | animal | vehicle | outdoor | natural | landscape | environment | weather | daytime | sunny | cloudy | stormy | windy | mountainous | rural | countryside | wildlife | wild | cowboy | steer | bull | bison | buffalo | moose | deer | elk | giraffe | zebra | horse | dog | cat | sheep | goat | chicken | fish | bird | butterfly | flower | bush | cliff | waterfall | river | stream | lake | ocean | beach | sand | snow | ice | fire | smoke | steam | wind | rain | hail | lightning | thunder | sun | moon | stars | clouds | ground | pavement,car | truck | jeep | vehicle,cow | road | highway | mountain | rock | grass | tree | sky | cloud | animal | outdoor | natural | landscape | environment | weather | daytime | sunny | cloudy | mountainous | rural | countryside | wildlife | wild | bull | deer | horse | dog | cat | sheep | goat | chicken | fish | bird | flower | bush | cliff | river | lake | sand | snow | wind | sun | moon | stars | clouds | pavement
907,1,car | van | white | silver | minivan | suv | vehicle | road | highway | mountain | desert | landscape | outdoor | natural | geographic | time period | environment | driving | speeding | fast | fast lane | lane | roadway | driving fast | driving fast lane | driving on road | driving on highway | driving on roadway | driving on fast lane | driving on fast l,car | van | white | silver | minivan | suv | vehicle | driving,road | highway | mountain | desert | landscape | outdoor | natural | geographic | time period | environment | lane | roadway
908,1,car | truck | animal | dog | goat | sheep | cow | grass | road | trees | forest | sky | daytime | outdoors | rural | wildlife | nature,car | truck,animal | dog | goat | sheep | cow | grass | road | trees | forest | sky | daytime | outdoors | rural | wildlife | nature
909,1,jeep | white | suv | off-road | sandy road | dirt road | forest | trees | pine trees | sand | dirt | road | highway | yellow lines | street | vehicle | truck | dog | person | person walking | dog walking | person on road | dog on road | person on side of road | dog on side of road | person walking on road | dog walking on road | person on,jeep | white | suv | off-road | vehicle | truck,dirt road | forest | trees | pine trees | sand | dirt | road | highway | street | dog | person
910,1,truck | red | pickup | toy | pink | horse | dog | lizard | grass | green | dirt | path | road,truck | red | pickup | toy | pink | green,horse | dog | grass | dirt | path | road
911,1,dog | car | truck | grass | field | path | road | country | rural | outdoor | natural | landscape | sky | clouds | sun | shadows | dirt | hay | straw,car | truck,dog | grass | field | path | road | country | rural | outdoor | natural | landscape | sky | clouds | sun | shadows | dirt
912,1,car | suv | volvo | black | cow | brown | white | road | country | rural | grass | trees | sky | clouds | black and white | photo | picture | image | visual | details | fine-grained | specific | type | category | breed | species | model | variant | identifiable | main | objects | background | small | place | indoor/outdoor | urban/rural/natural | geographic | hints | time | period | indicators | environmental | context | text | logos | symbols | brands | numbers | signs | subtle | partially | visible | reflections | shadows,car | suv | black | brown | white | black and white | model | small | logos | symbols | brands | numbers,volvo | cow | road | country | rural | grass | trees | sky | clouds | photo | breed | species | background | indoor/outdoor | geographic | text | signs | reflections | shadows
913,1,car | suv | black | chevrolet | road | highway | trees | forest | horse | white | yellow | sign | road sign | caution | road hazard | wildlife | horse and buggy | horse and carriage | horse and wagon | horse and cart | horse and sleigh | horse and chariot,car | suv | black | chevrolet | white | yellow,road | highway | trees | forest | horse | sign | road sign | caution | wildlife
914,1,truck | sheep | road | mountains | sky | dirt | rocks | grass | sheepdog | white | black | brown | tan | silver | gray | rocky | mountainous | desert | outdoor | natural | daytime,truck | white | black | brown | tan | silver | gray,sheep | road | mountains | sky | dirt | rocks | grass | sheepdog | rocky | mountainous | desert | outdoor | natural | daytime
915,1,car | dog | road | forest | trees | fog | white | suv | gmc | license plate | headlights | fog lights | grill | windshield | wipers | side mirror | back tire | front tire,car | white | suv | license plate | headlights | grill | windshield | wipers,dog | road | forest | trees | fog
916,1,van | truck | cloudy | sky | white,van | truck | white,cloudy | sky
917,1,white car | suv | truck | dog | horse | tree | road | forest | leaves | branches | sky | sunlight | shadows | golden retriever | su,white car | suv | truck,dog | horse | tree | road | forest | leaves | branches | sky | sunlight | shadows | golden retriever
918,1,car | vehicle | honda | suv | black | yellow | license plate | 4x4 | animal | horse | cow | dog | white | brown | red | orange | blue | green | gray,car | vehicle | honda | suv | black | yellow | license plate | 4x4 | white | brown | red | orange | blue | green | gray,animal | horse | cow | dog
919,1,car | gray | ford | focus | license plate | 2012 | dog | golden retriever | running | grass | trees | forest | road | dirt | shadows | sunlight | outdoors | natural | daytime,car | gray | ford | license plate,focus | dog | golden retriever | grass | trees | forest | road | dirt | shadows | sunlight | outdoors | natural | daytime
920,1,bmw | suv | bridge | grass | mountains | clouds | sky | sun | car | truck | wood,bmw | suv | car | truck,bridge | grass | mountains | clouds | sky | sun | wood
921,1,suv | truck | car | vehicle | road | highway | mountain | hill | sunset | sunrise | landscape | desert | dirt | sand | rock | bush | grass | mountain range | sky | clouds | sun | shadows | silhouettes | outdoor | natural | daytime | evening | mountainous | rocky | arid | desert-like | scenic | picturesque | beautiful | serene | tranquil | peaceful | calm | quiet | remote | isolated | wilderness | wild | rugged | challenging | adventurous | exploratory | outdoor recreation | off-road | off-highway | off-road vehicle | off-highway vehicle | off-road adventure | off-highway exploration | off-highway recreation | off-highway challenge | off-highway wilderness | off-highway ruggedness | off-highway adventure | off,suv | truck | car | vehicle | off-road | off-road vehicle,road | highway | mountain | hill | sunset | sunrise | landscape | desert | dirt | sand | rock | bush | grass | mountain range | sky | clouds | sun | shadows | outdoor | natural | daytime | evening | mountainous | rocky | scenic | picturesque | wild
922,1,car | sheep | bridge | road | trees | grass | sign | fence | truck,car | truck,sheep | bridge | road | trees | grass | sign | fence
923,1,van | white | delivery | truck | vanity | license plate | tree | pine | forest | road | highway | bridge | guardrail | fence | horse | cow | dog | animal,van | white | truck | license plate,tree | pine | forest | road | highway | bridge | fence | horse | cow | dog | animal
924,1,car | white | honda | sedan | parked | road | forest | trees | red | orange | sunset | shadows | sunlight | reflection | license plate | 2014 | tagged | 2014-01 | 2014-02 | 2014-03 | 2014-04 | 2014-05 | 2014-06 | 2014-07 | 2014-08 | 2014-09 | 2014-10 | 2014-11 | 2014-12 | 2014-13 | 2014-14 | 2014-15 | 2014-16 | 2014-17 | 2014-18 | 2014-19 | 2014-20 | 2014-21 | 2014-22 | 2014-23 | 201,car | white | honda | sedan | parked | red | orange | license plate | 2014,road | forest | trees | sunset | shadows | sunlight | reflection
925,1,car | black | sports car | convertible | tree | snow | road | grass | mountain | sheep | cow | dog | cat | roadside | country | rural | natural | daytime | sunny | outdoor | winter | snowy | mountainous | landscape | scenery | environment | geographic | time period | seasonal | weather | season | climate | outdoor setting | natural setting | rural setting | mountainous setting | daytime setting | sunny setting | winter setting | snowy setting | mountain setting | landscape setting | scenery setting | environment setting | geographic setting | time period setting | seasonal setting | weather setting | season setting | climate setting | outdoor environment | natural environment | rural environment | mountain environment | daytime environment | sunny environment | winter environment | snowy environment | mountainous environment | landscape environment | scenery environment,car | black | sports car | convertible,tree | snow | road | grass | mountain | sheep | cow | dog | cat | roadside | country | rural | natural | daytime | sunny | outdoor | winter | snowy | mountainous | landscape | scenery | environment | geographic | time period | weather | season | outdoor setting | rural setting | natural environment
