index,target,tags,irrelevant_tags
40,166,car | parking lot | license plate | park | road | sedan | silver,
41,12,animal | dirt road | dirt track | herd | road | rural | sheep | walk,
42,766,curb | meter | parking meter | pavement | pole | red,
43,86,beak | brown | concrete | dock | duck | lake | ledge | mallard | mallard duck | man | pond | rail | stand | water,
44,569,black | brown | pony | field | horse | grass | grassy | green | head | lush | mane | nose | sky | stand | tail | white,
45,95,beak | bird | black | branch | green | lush | perch | sit | tree | tree branch | twig | vegetation | yellow,
46,198,beak | bird | brown | fence | ledge | paling | perch | pole | post | rail | sit | stand,
47,766,building | car | curb | license plate | meter | park | parking | parking meter | pavement | pick up | road | side | suv,
48,120,beak | bird | branch | brown | limb | perch | sit | sky | sparrow | tree | tree branch | twig,
49,61,beak | bird | blue | clear | fly | food | gull | seabird | sky | white | wing,
50,118,bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
51,195,beak | bird | brown | log | perch | pole | post | sit | stand | stump | wood,
52,73,black | ceiling | floor | park | pick up | truck | umbrella | white,
53,9,building | car | pillar | corner | daylight | gas station | rain | rainy | traffic light | store | street corner | street scene | wet,
54,10,automobile model | car | license plate | park | red | sports car,
55,569,brown | eat | field | horse | grass | grassy | graze | green | lush | pasture | patch | stand,
56,943,animal | ewe | field | grass | grassy | graze | green | herd | lamb | lush | pasture | sheep | stand | yak,
57,91,ambulance | attach | car | curb | emergency vehicle | license plate | limo | minivan | park | peak | sedan | suv | vehicle | white,
58,6,apartment | balcony | building | car | city | city view | cloudy | floor | park | tree | urban,
59,164,beak | bird | branch | limb | perch | sit | stand | tree | tree branch | twig | white | yellow,
60,128,car | license plate | model | sedan | silver | white,
61,92,bird | chair | gray | perch | pigeon | sit | stand | stool,
62,11,alley | bin | building | cone | narrow | pavement | road,
63,165,camper | fleet | headlight | license plate | line | park | recreational vehicle | row | van | vehicle | white,
0,192,bird | bird feeder | brown | food | hang | nut | peanut | perch | pole | stand,
1,1026,green | pole | road sign | sign | sky | street corner | street sign | traffic sign | tree,
2,75,car | curb | drive | gray | house | license plate | minivan | road | silver | suv | travel | van | vehicle,
3,53,black | floor | park | plectrum | pick up | truck,
4,1112,billboard | building | taxi | car | city | city street | cross | crowd | crowded | glass building | person | office building | road | skyscraper | street scene | urban | walk,
5,7,bicycle | biker | bike lane | car | city | city skyline | city street | cross | crosswalk | person | intersection | ride | road | stop light | traffic light | urban | zebra crossing,
6,174,automobile model | building | car | convertible | drive | license plate | man | sea | road | silver | sports car,
7,166,black | car | car dealership | parking lot | curb | license plate | park | sedan | suv | vehicle,
8,84,beach | beak | bird | floor | food | sand | stand,
9,9,car | classic | curb | gas station | license plate | park | sedan,
10,0,boat | flood | river | surround | water,
11,8,alley | back | building | curb | license plate | park | plectrum | pick up | red | road | truck,
12,569,attach | bridle | brown | camper | coach | coverall | horse | hose | man | overall | pet | rein | saddle | stand | trailer | trailer truck,
13,1112,brick building | building | ceiling | clothesline | green | hang | pole | signal | skylight | stop light | traffic light,
14,133,bird | blue | branch | bush | hedge | perch | plant | sit | stand | vegetation,
15,192,car | license plate | sedan | silver | suv,
16,80,animal | brown | calf | cattle | cow | fence | field | grass | grassy | graze | herd | lush | pasture | stand | sun | tree | weed,
17,142,beach | beak | bird | black | floor | gull | sand | seabird | seaweed | stand | white,
18,4,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig | white,
19,569,animal | blanket | couple | field | horse | grass | grassland | grassy | graze | green | hill | hillside | lush | moose | open | pasture | plain | stand,
20,114,car | parking lot | green | license plate | minivan | park | parking | sedan | suv | vehicle,
21,569,attach | beach | coach | cart | coast | donkey | draw | horse | horse cart | man | sea | pull | ride | wagon | white,
22,569,pony | cowboy hat | horse | person | leash | pet | safety vest | stand | woman,
23,1,bamboo forest | boardwalk | path | forest | person | tree | walk,
24,74,car | parking lot | license plate | park | pick up | silver | tire | truck,
25,7,bike lane | car | curb | green | intersection | license plate | park | parking | parking sign | pavement | pole | road | sign | traffic light | street corner | street sign | traffic sign | tree,
26,57,beak | bird | black | boulder | food | nest | red | stone | rock formation | sit | white,
27,3,attach | shed | driveway | garage | garage door | grass | home | house | house exterior | lawn | lush | tree | yard,
28,1112,building | car | city | city street | drive | dusk | green | headlight | light | intersection | night | road | stop light | traffic light | street corner | street scene | twilight | urban,
29,125,beak | bird | branch | brown | grass | perch | plant | purple | sit | sparrow | stand | stem | twig | vegetation | weed,
30,8,shed | building | gravel | home | house | house exterior | hut | stair,
31,943,animal | black | chase | dog | field | grass | grassy | green | hedge | herd | lamb | lush | run | sheep,
32,319,arena | back | brown | cowboy | cowboy hat | dirt track | horse | hat | horseback | jockey | man | pink | ride | rodeo | shirt | sun hat | wear | woman,
33,87,beak | bird | brown | fence | open | perch | pole | post | sit | sky | stand | telegraph pole | yellow,
34,183,beak | bird | brown | debris | floor | perch | reed | sparrow | stand | twig | wood | yellow,
35,97,car | parking lot | curb | license plate | park | parking | red | sedan | sports car,
36,133,car | field | grass | grassy | green | lush | park | sedan | silver | tree,
37,31,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig,
38,569,attach | coach | cart | cowboy hat | draw | horse | horse cart | person | man | pull | ride | wagon,
39,1019,pole | red | road | road sign | sign | stop sign | street corner | street sign | traffic sign,
40,943,animal | field | goat | grass | grassland | grassy | graze | green | herd | hillside | lamb | livestock | lush | open | pasture | plain | sheep | stand,
41,89,beak | bill | bird | black | calm | duck | float | lake | pond | swim | water,
42,10,asphalt road | autumn | autumn forest | autumn tree | berry | curve | fall | forest | holly | lush | road | rural | stretch | tree | wind | wood,
43,150,beak | bird | black | brown | catch | hand | ledge | perch | sit | sparrow | stand,
44,766,building | car | city street | curb | meter | night | parking meter | pavement | road | side,
45,136,bird | bottle | lamp | ceiling | glass jar | hang | nest | perch | sit | swallow,
46,1026,attach | blue | pole | red | road sign | sign | sky | stop sign | street corner | street sign | traffic sign,
47,166,beak | bird | black | branch | limb | perch | sit | tree | tree branch | twig | yellow,
48,34,bird | branch | brown | house finch | limb | perch | sit | sky | sparrow | tree | tree branch | twig,
49,4,area | forest | grove | pine | pine forest | tree | wood,
50,569,brown | dirt field | enclosure | fence | field | horse | lush | mane | pen | stand | tail | tree,
51,9,fuel | gas station | picnic table | pole | pump,
52,118,beak | bird | branch | brown | limb | perch | sit | sparrow | stand | tree | tree branch | twig,
53,88,automobile model | car | car dealership | license plate | minivan | park | photo | suv | vehicle,
54,85,beak | bird | duck | flap | flight | fly | lake | landing | sea | penguin | seabird | spread | stretch | water | wing,
55,138,blue | car | parking lot | curb | license plate | minivan | park | parking | sedan | vehicle,
56,93,black | building | car | parking lot | city | city skyline | city view | license plate | minivan | park | parking | parking garage | sedan | suv | urban | vehicle,
57,766,car | curb | license plate | meter | park | parking meter | pavement | road | sedan | silver | sports car,
58,1019,archway | attach | building | pillar | pole | red | stone building | stop sign | street corner | street sign | traffic sign,
59,17,building | car | license plate | park | sedan | silver | suv | vehicle,
60,143,beak | bird | black | fly | food | gull | sea | seabird | sky | water | white | wing,
61,1019,intersection | pole | red | road sign | sign | stop sign | street corner | street sign | traffic sign | tree,
62,20,car | convertible | coupe | red | sports car,
63,569,animal | area | pony | field | horse | grass | grassy | graze | lush | stand | white,
0,943,animal | barn | boy | cage | child | enclosure | feed | goat | hay | lamb | manger | pen | pet | sheep | stable | stall | straw,
1,569,arena | brown | coach | cart | pillar | dirt track | horse | person | jockey | man | pet | pull | push | ride | trainer | wagon | woman,
2,93,automobile model | black | building | car | car dealership | parking lot | minivan | office building | park | suv | vehicle,
3,7,bicycle | biker | bike lane | building | city | city street | cross | person | ride | road | urban,
4,138,bird | black | branch | limb | perch | red | sit | tree | tree branch | twig,
5,128,bird | branch | brown | bush | flower | perch | plant | sit | sparrow | tree | twig | vegetation,
6,150,beak | bird | black | branch | brown | limb | perch | sit | tree | tree branch | twig | white,
7,569,back | brown | couple | horse | goggles | horseback | person | lush | man | ride | saddle | sit | woman,
8,1112,curb | hydrant | pavement | pole | red | road | sign | street corner | street sign | traffic sign,
9,2,person | man | sea | ride | surf | surfboard | surfer | swim | water | wave,
10,1026,car | cart | drive | path | go | narrow | red | ride | road | rural | train car | trolley | travel | tree,
11,6,automobile model | car | floor | garage | park | parking garage | sedan | silver | suv | vehicle,
12,569,brown | couple | crowd | horse | horseback | person | man | officer | parade | police | ride | road,
13,42,car | coupe | sedan | silver | sports car,
14,3,driveway | grass | home | house | house exterior | lawn | lush | tree | yard,
15,14,car | license plate | sports car | white,
16,91,car | parking lot | cone | park | parking | suv | traffic cone | vehicle,
17,119,bark | birch | birch tree | bird | branch | brown | limb | perch | sit | sparrow | stand | tree | tree branch | tree trunk,
18,766,hat | jacket | man | selfie | smile | sun hat | tie | wear,
19,193,beak | bird | brown | chair | table | food | red | sit | stand | stool,
20,5,building | car | pillar | garage | license plate | park | parking garage | sports car | warehouse | yellow,
21,145,blue | car | jeep | license plate | park | suv | vehicle,
22,120,bumper | car | parking lot | curb | headlight | license plate | park | suv | vehicle | white,
23,146,car | jeep | park | suv | tire | vehicle | white,
24,1112,attach | building | cloudy | hang | intersection | lamp post | pole | signal | sky | stop light | traffic light | street corner | street light | street sign | traffic sign,
25,100,automobile model | blanket | car | license plate | mountain | park | red | snow | snowy | sports car,
26,1112,blanket | snowstorm | intersection | pole | road | rural | snow | snowy | stop light | traffic light | street sign | traffic sign | winter,
27,166,automobile model | car | curb | fence | gray | license plate | park | sedan | silver | suv,
28,49,beak | bill | bird | black | calm | duck | float | lake | sea | ripple | swim | water,
29,132,car | parking lot | license plate | minivan | park | parking | sedan | silver | suv | vehicle,
30,107,beak | beverage | bird | black | bottle | branch | can | coke | crow | drink | perch | pole | post | sip | soda | stand | stool | stump | tree branch,
31,7,amusement park | car | carnival | drive | fair | ferris wheel | headlight | night | night view | road | silver,
32,80,brown | bull | calf | cattle | cow | fence | field | grass | grassy | herd | label | pasture | pen | stand | stare,
33,2,boat | calm | dolphin | fin | sea | pod | shark | swim | vessel | water,
34,80,animal | brown | bull | cattle | container | corral | cow | enclosure | fence | food | hay | herd | manger | pen | stand,
35,8,ball | basket | basketball | basketball court | basketball game | basketball hoop | dunk | man | net | red | rim | road | stand | walk,
36,112,beak | bird | brown | brush | dry | grass | perch | sit | sparrow | stand | twig | vegetation | weed,
37,135,bird | black | brown | catch | hand | person | perch | sit | tree,
38,171,beak | bird | branch | limb | perch | sit | tree | tree branch | twig | yellow,
39,3,clock | driveway | garage | garage door | home | house | house exterior | lawn | pavement | white | yard,
40,116,beak | bird | brown | dry | floor | food | grass | hay | patch | sit | sparrow | stand | straw,
41,3,building | dirt bike | garage | lift | mechanic | motorbike | motorcycle | park | stool | stunt | tire | wheel | wheelie,
42,569,apple | attach | boy | coach | cart | child | draw | horse | goggles | horse cart | man | pet | pull | stand | wagon | walk,
43,78,black | building | car | glass building | license plate | office building | park | sedan,
44,1026,blue | building | car | curb | license plate | motorbike | motorcycle | park | road | truck,
45,1112,building | city | city street | light | night | pole | signal | stop light | traffic light | street corner | street light | street sign | traffic sign | urban,
46,109,beak | bird | branch | limb | log | perch | stone | sit | stand | stump | tree | tree branch | tree trunk,
47,18,bird | branch | gray | limb | perch | sit | tree | tree branch | twig,
48,1,animal | bamboo | bamboo forest | bear | beaver | brown | brown bear | forest | habitat | hide | lush | plant | reed | stand | stem | swamp | tree | vegetation | walk,
49,5,desert | dirt field | dirt track | land | man | motorcycle | plain | sky | terrain,
50,182,car | curb | license plate | minivan | park | red | sedan | suv | vehicle | windshield,
51,16,bird | blanket | snowstorm | cardinal | floor | man | perch | red | sit | snow | snowy | stand,
52,1112,basket | bicycle | bike lane | city street | cross | dress | red | ride | road | traffic light | street corner | woman,
53,121,building | curb | park | plectrum | pick up | truck | white,
54,19,automobile model | bumper | car | coupe | license plate | sedan | silver,
55,51,bird | black | calm | duck | duckling | float | lake | mallard duck | pond | reed | reflection | ripple | swim | water,
56,1112,blue | building | bus | car | city | city bus | city street | drive | rise building | road | street scene | travel | urban,
57,13,auto show | car | concept car | display | glass table | mill | sedan | stand | white,
58,3,car | driveway | garage | garage door | home | house | house exterior | park | white,
59,48,automobile model | building | car | curb | license plate | office building | park | red | sedan,
60,3,curb | driveway | garage | home | house | park | pick up | red | truck,
61,8,animal | boulder | building | garage | garage door | home | house | house exterior | log | stone | stand | white,
62,59,automobile model | car | license plate | minivan | model | sedan | suv | vehicle,
63,6,ball | bean | building | city | city skyline | city view | person | plaza | pod | reflection | sculpture | silver | skyscraper | sphere | stand | urban,
0,107,brown | car | gold | minibus | minivan | suv | van | vehicle,
1,11,alley | building | house | house exterior | power line | road | row | street scene,
2,3,driveway | garage | garage door | home | house | house exterior | tree,
3,56,area | beak | bird | black | branch | floor | food | forest floor | red | stand | tree | tree branch | twig | white | wood,
4,1019,blanket | blue | building | car | floor | hydrant | mound | pole | red | snow | snowy,
5,1019,blood | pole | power line | red | sign | sky | stop sign | street corner | street sign | telegraph pole | traffic sign,
6,62,building | car | curb | drive | license plate | minivan | park | road | sedan | silver,
7,569,creek | brown | couple | drink | horse | grass | lush | puddle | stand | swamp | walk | water | wild,
8,150,automobile model | car | concept car | model | red | sports car,
9,1,bamboo | bamboo forest | brush | bundle | cane | floor | green | grow | plant | reed | stem,
10,67,black | car | jeep | license plate | minivan | model | pick up | suv | vehicle,
11,167,beak | bird | black | branch | limb | perch | sit | stand | tree | tree branch | twig | yellow,
12,99,car | convertible | drive | person | man | ride | vehicle | white,
13,23,bumper | car | curb | dark | headlight | license plate | night | night view | park | road | sedan | silver | white,
14,12,animal | country lane | dirt road | fence | path | lush | road | rural | tree | walk,
15,5,car | dirt road | dirt track | drive | hillside | jeep | mountain | mountain path | road | rural | suv | terrain | truck | vehicle,
16,766,blue | building | car | parking lot | curb | park | plectrum | pick up | truck,
17,6,architecture | building | car | city | drive | glass building | modern | office building | road | skyscraper,
18,8,black | cat | cement | concrete | crack | curb | dog | floor | pavement | stand | stare | walk | white,
19,23,beak | bird | black | cormorant | floor | hay | nest | stone | sit | stand | straw,
20,7,cane | car | city street | crowded | direct | guard | man | officer | police | road | stand | street corner | street scene | walk,
21,5,bicycle helmet | desert road | helmet | motorbike | motorcycle | motorcycle helmet | motorcyclist | ride | road | road sign | rural | sign | street sign,
22,2,cloud | cloudy | fly | horizon | kite | man | sea | pink | sky | stand | sunset | water,
23,189,bird | branch | food | perch | sit | tree | tree branch | tree trunk | white | woodpecker,
24,68,curb | drive | license plate | park | plectrum | pick up | ram | road | tree | truck | white,
25,159,automobile model | car | coupe | dirt track | drive | license plate | race track | sports car | track | yellow,
26,110,bird | branch | gray | limb | perch | sit | tree | tree branch | twig | white,
27,114,beak | bird | brown | perch | sit | sparrow | wire,
28,80,animal | bird | cow | field | grass | grassy | graze | green | lake | lush | ostrich | stand | walk | water,
29,5,back | camel | desert | desert road | dirt road | dirt track | man | ride,
30,7,black | cross | crosswalk | crowded | girl | person | photo | road | stand | walk | white | woman | zebra crossing,
31,943,animal | dirt field | dog | field | herd | person | jacket | lamb | man | mud | pond | puddle | sheep | shepherd | stand,
32,33,bird | branch | brown | evergreen | perch | pine | sit | tree | tree branch,
33,80,animal | barrel | bull | calf | cattle | couple | cow | field | grass | grassy | graze | green | lush | pasture | stand,
34,107,car | curb | license plate | minivan | sedan | vehicle | white,
35,2,beach | coast | crowded | person | sea | shoreline | surfboard | surfer | swimmer | water | wave,
36,0,creek | calm | cloud | cloudy | lake | lush | reflection | river | sky | tree | water | waterway,
37,569,bridle | brown | corral | enclosure | horse | person | leash | nose | pen | pet | stable | stand | white | woman,
38,130,automobile model | car | headlight | license plate | model | sedan | silver | suv | vehicle,
39,2,beak | bird | calm | gull | sea | perch | stone | seabird | sit | stand | water | water bird | white,
40,95,bird | black | branch | limb | perch | sit | sky | tree | tree branch | twig | yellow,
41,111,bird | black | blue | gray | perch | pole | power line | sit | sky | stand | wire,
42,1019,building | city | pole | road sign | sign | skyscraper | stop sign | street corner | street sign | traffic sign | urban,
43,8,area | camp | campsite | dirt road | dirt track | equipment | forest | raft | tank | tree | wood,
44,58,automobile model | canopy | car | convertible | coupe | driveway | park | pool | sedan | silver | sports car,
45,9,car | corner | gas station | power line | pump | road | street corner,
46,4,animal | brush | grass | grassy | graze | green | hillside | lamb | lush | sheep | stand | tree,
47,50,bird | calm | duck | float | lake | sea | ripple | swim | water,
48,10,curve | forest | lush | park | redwood | road | sign | tree | wood,
49,55,bird | blanket | branch | evergreen | gray | limb | perch | pine | sit | snow | snowy | stand | tree | tree branch | twig,
50,6,boat | building | calm | city | city skyline | city view | sea | skyline | skyscraper | urban | vessel | water,
51,1026,flag | flag pole | pole | road sign | sign | sky | street corner | street sign | traffic sign | tree,
52,156,beak | bird | branch | gray | green | limb | nest | perch | sit | tree | tree branch | twig | yellow,
53,1019,door | fence | pole | road | road sign | sign | stop sign | street sign | traffic sign | tree,
54,148,car | curb | jeep | license plate | minivan | park | sedan | suv | vehicle | white,
55,55,automobile model | car | concept car | rear light | silver | sports car,
56,10,blanket | car | curve | highway | man | road | road sign | shirt | sign | stand | street sign | traffic sign | walk,
57,118,beak | bird | branch | brown | limb | perch | sit | sparrow | stand | tree | tree branch | twig,
58,47,accident | building | car | curb | damage | license plate | minivan | park | sedan | silver | store | suv | vehicle,
59,569,arena | back | barrier | bleacher | crowd | equestrian | fence | horse | jump | horseback | person | hurdle | jockey | rider | man | rail | ride | spectator | white | woman,
60,63,building | garage | license plate | park | pick up | truck | van | warehouse | white,
61,190,camper | car | car show | classic | grass | grassy | green | license plate | lush | miniskirt | park | recreational vehicle | red | schooner | trailer | van | vehicle,
62,12,dirt road | dirt track | field | grassy | green | lush | pole | road | rural | street sign | tree,
63,164,automobile model | car | drive | license plate | man | sedan | silver | suv | vehicle,
0,319,back | brick building | building | cowboy | cowboy hat | donkey | fedora | horse | grass | hat | horseback | lawn | lush | man | ride | saddle | sit | stone building | stone house | sun hat | wear,
1,12,cloud | cloudy | dirt road | dirt track | field | path | grass | grassy | green | lush | road | rural | sky | storm cloud | stormy | trail | tree,
2,1026,attach | intersection | pole | sign | stop light | traffic light | street sign | traffic sign | yellow,
3,80,animal | boy | cattle | cow | dirt road | goat | herd | person | lead | livestock | man | road | rural | walk,
4,1026,bus | business suit | city bus | city street | crowded | decker bus | drive | level | license plate | man | red | road | street scene | walk,
5,171,blanket | car | parking lot | curb | gray | license plate | park | road | sedan | silver | windshield,
6,133,bird | black | blue | branch | limb | perch | purple | sit | stand | tree | tree branch | twig,
7,28,car | license plate | rear | rear light | sedan,
8,0,boat | calm | rowboat | canoe | float | lake | river | sky | sun | sunset | tree | twilight | water | waterway,
9,8,brush | bush | path | garden | gravel | greenery | hedge | lead to | line | lush | park | plant | shrub | side | surround | tree | trim | vegetation,
10,569,back | barrier | brown | corral | course | dirt track | equestrian | fence | horse | jump | person | hurdle | jockey | rider | man | obstacle course | pole | rail | ride | woman,
11,3,bumper | car | garage | garage door | hose | lift | mechanic | park | red | repair | sports car | tire | wheel,
12,3,home | house | house exterior | suburb,
13,145,beak | bird | black | cloudy | flight | fly | seabird | sky | spread | white | wing,
14,8,driveway | garage | home | house | house exterior | row,
15,5,ambulance | car | desert | desert road | dirt road | dirt track | drift | drive | dust | land | license plate | mud | sand | suv | terrain | vehicle | white,
16,34,automobile model | blue | car | coupe | license plate | model | park | sedan | suv,
17,46,automobile model | car | city | city skyline | city view | drive | highway | road | sedan | water | waterway | white,
18,8,blanket | floor | hill | home | house | house exterior | mound | ramp | sky | snow | snowy | winter,
19,52,beak | bird | calm | duck | float | lake | sea | ripple | swim | water | white,
20,7,attach | basket | bicycle | black | city street | curb | lean | lock | park | pavement | photo | road | white,
21,943,animal | flock | green | herd | lush | road | rural | sheep | walk,
22,38,car | convertible | license plate | red | rim | sedan | sports car | wheel | white,
23,6,car | dirt track | drive | dust | hill | hillside | land | rural | sedan | silver | suv | terrain,
24,22,black | car | coupe | license plate | sedan,
25,1026,attach | building | cloudy | doodle | pole | red | road sign | sign | street sign | traffic sign | writing,
26,80,brown | bull | cattle | cow | enclosure | fence | food | lemon | peel | pen | pole | rail | stand,
27,64,car | parking lot | license plate | park | pick up | ram | rim | silver | suv | tire | truck | wheel | white,
28,943,car | cross | dashboard | herd | road | rural | sheep | walk | windshield,
29,1019,person | man | road | road sign | sign | stand | stop sign | street sign | traffic sign,
30,34,car | coupe | sedan | white,
31,108,bird | black | branch | limb | perch | sit | tree | tree branch | twig | yellow,
32,116,beak | bird | branch | brown | floor | limb | perch | sit | sparrow | stand | tree | tree branch | twig,
33,8,area | bin | damage | debris | floor | gravel | home | house | house exterior | road | tape,
34,80,brown | cattle | cow | eat | field | flower | grass | grassy | graze | green | lush | pasture | stand | weed | white | wildflower,
35,99,beak | bird | blue | brown | cloud | cloudy | flap | flight | fly | pelican | sky | spread | wing,
36,107,car | drive | highway | license plate | minivan | road | rural | silver | suv | travel | van | vehicle | white,
37,80,black | bull | cattle | cow | field | grass | man | photo | pose | stand | white,
38,7,black | cane | cross | crowded | person | photo | push | road | stand | urban | walk | white | woman | zebra crossing,
39,569,baby | bridle | brown | catch | child | doll | horse | person | laugh | nose | pet | pink | rein | stable | stand | woman,
40,2,swimwear | bikini | bikini top | cliff | girl | ledge | sea | red | stone | rock formation | sit | water | woman | writing,
41,177,building | car | city | city skyline | city view | curb | license plate | minivan | night | night view | park | sedan | silver | suv | urban,
42,1019,attach | blanket | pole | red | road sign | sign | sticker | stop sign | street corner | street sign | traffic sign | tree,
43,131,automobile model | car | headlight | license plate | minivan | sedan | suv | vehicle,
44,89,blue | drive | highway | license plate | pick up | road | rural | travel | truck,
45,1019,close-up | door | fence | pole | rail | red | road sign | sign | stop sign | street sign | traffic sign | train track,
46,1026,car | drive | light | intersection | photo | pole | red | road | signal | stop light | traffic light,
47,26,beak | bird | black | blackbird | crow | floor | food | puddle | stand | walk | water,
48,4,blue | bright | clear | forest | shine | sky | sun | sunshine | tree,
49,123,car | desert road | drive | headlight | jeep | license plate | red | road | suv | vehicle,
50,130,car | headlight | license plate | park | red | suv | vehicle,
51,61,car | dirt field | dirt road | dirt track | drive | jeep | license plate | park | pick up | road | rural | silver | suv | truck | vehicle,
52,169,automobile model | building | car | garage | license plate | miniskirt | minivan | park | parking garage | red | suv | vehicle | warehouse,
53,10,curve | forest | forest road | mountain path | road | rural | tree,
54,766,bin | blanket | building | curb | doodle | draw | green | hydrant | mailbox | chain mail | parking meter | pavement | red | sit | writing,
55,1112,back | car | city street | decorate | drive | elephant | license plate | red | road | suv | truck | van | vehicle,
56,118,bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
57,4,animal | area | black | brush | field | lush | photo | stand | tree | white,
58,193,beak | bird | cactus | peak | perch | sit | sky | stand,
59,10,bicycle | bicycle helmet | biker | child | cycle | duck | goose | person | ride | road,
60,7,beak | bird | black | close-up | floor | head | penguin | stand | stare | white,
61,69,building | car | park | pick up | red | truck,
62,1112,finish line | flag | person | man | pole | race | ride | road | skateboard | skateboarder | ski | ski pole | skier | tight | woman,
63,5,shed | canopy | car | curb | damage | driveway | garage | hood | open | park | repair | snow | sports car | yellow,
0,10,blanket | rail | snow | snowy | tree | winter,
1,569,brown | field | horse | grass | grassy | graze | green | lush | open | pasture | sky | stand | tree,
2,100,automobile model | blanket | car | trench | drift | drive | dust | red | snow | snowy | sports car | suv,
3,80,animal | shed | barn | brown | calf | cattle | cow | enclosure | hay | man | manger | milk | pen | pet | stable | stall | stand | straw | wood wall,
4,0,boat house | building | calm | flip | jump | house exterior | person | hut | lake | man | pond | reflection | stilt | trick | water | waterway,
5,115,beak | bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
6,190,beak | bird | black | branch | limb | perch | red | sit | stand | tree | tree branch | tree trunk | white | woodpecker,
7,1112,building | cloud | cloudy | pole | power line | shine | sky | spire | stop light | traffic light | street light | sun,
8,126,beak | bird | branch | brown | limb | perch | sit | sparrow | stand | tree | tree branch | twig,
9,196,beak | bird | branch | brown | limb | open | perch | sit | sparrow | stem | tree branch | twig | yellow,
10,3,parking lot | driveway | garage | garage door | gazebo | park | parking | shelter | tree,
11,569,car | pony | feed | fence | horse | gray | pet | stand | white | woman,
12,90,model | pick up | red | truck,
13,191,bark | bird | cloudy | perch | stand | stump | tree | tree trunk | white | woodpecker,
14,4,area | floor | path | forest | lush | trail | tree | wood | woodland,
15,1019,field | flower | path | grass | lush | pavement | red | road | rural | stop sign | traffic sign | weed | wildflower | yellow,
16,6,building | city | city skyline | city view | crane | office building | tower | rise building | sky | skyscraper | urban,
17,1019,attach | building | corner | couple | green | intersection | pole | sign | street corner | street sign | traffic sign,
18,2,lighthouse | calm | cloud | cloudy | coast | horizon | lake | sea | stone | rocky | shore | shoreline | sky | water,
19,186,car | license plate | park | photo | red | sedan | vehicle,
20,12,barn | building | dirt road | driveway | fence | house | house exterior | paling | red | road | rural | sky | white,
21,11,alley | blanket | wall | building | doodle | smoke | spray | steam | street art | urban,
22,22,beak | bird | black | ledge | perch | stone | rock face | seabird | sit | stand | white,
23,319,bite | canopy | catch | chili dog | condiment | cowboy hat | denim jacket | dog | eat | fedora | hand | food | goggles | hat | hot | hot dog | man | pick up | stand | sun hat | tent | truck | wear,
24,160,car | convertible | coupe | curb | driveway | license plate | park | sedan | tree | white,
25,170,black | building | car | curb | drive | license plate | park | road | sedan,
26,8,lighthouse | building | chimney | pillar | path | home | house | mulch | spire | tree | white | white house | yard,
27,115,beak | bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
28,569,animal | pony | field | horse | path | grass | grassy | graze | green | hillside | house exterior | lush | pasture | rural | stand,
29,22,automobile model | blue | car | drive | highway | license plate | road | sedan,
30,26,bird | black | blue | log | perch | stone | sit | stand | stump | tree | tree trunk,
31,80,black | brown | bull | calf | cattle | cow | dog | field | grass | neckband | nose | stand | stare,
32,5,desert | desert road | highway | motorbike | motorcycle | motorcyclist | ride | road | rural | stretch,
33,943,animal | blanket | field | grass | grassy | graze | green | herd | hill | hillside | lush | sea | pasture | sheep | water,
34,1112,building | car | intersection | pole | road | stop light | traffic light | tank | street corner | street scene,
35,1026,armchair | chair | couch | table | electronic | equipment | fill | floor | hardwood floor | instrument | living room | office supply | projection screen | projector | recording studio | room | screen | speaker | stool | swivel chair | wood floor,
36,54,bird | bird feeder | black | cage | food | hang | perch | seed | stand | sunflower seed | yellow,
37,194,beak | bird | bird feeder | brown | caterpillar | container | food | ledge | perch | rail | sit | stand | worm,
38,5,car | car window | cloudy | dashboard | highway | grassland | road | road sign | rural | sky | windshield,
39,155,bumper | car | license plate | park | sedan | silver | white,
40,80,animal | area | bull | cattle | cow | dirt field | field | floor | graze | herd | livestock | pen | stand | tree,
41,569,barrier | brown | course | equestrian | fence | field | horse | grassy | green | jump | horseback | person | hurdle | jockey | rider | log | lush | man | obstacle course | rail | ride,
42,943,animal | bend | fair | fence | person | judge | lamb | man | pen | pet | shear | sheep | stand | wool,
43,32,automobile model | building | car | city | drive | highway | license plate | palm tree | road | sedan | silver | suv,
44,5,briefcase | business suit | desert road | dress | highway | road | walk | woman,
45,150,automobile model | car | concept car | coupe | model | red | sports car,
46,42,beak | bird | catch | hand | person | man | perch | sit | sparrow | tree,
47,162,beak | bird | black | catch | hand | person | perch | sit | yellow,
48,168,bird | branch | gray | limb | perch | sit | tree | tree branch | twig | yellow,
49,7,building | city | city street | cross | crosswalk | person | jeans | man | road | snow | snowy | urban | walk | zebra crossing,
50,114,car | curb | drive | gray | license plate | park | road | sedan | silver,
51,12,area | city park | path | grass | green | person | lush | park | tree | walk,
52,10,car | curve | drive | evergreen | highway | hillside | mountain path | pine | road | rural | suv | travel | tree,
